-1.6943983532198115e-02	1.1171804676513932e-02	2.4643508831711991e-03	7.3030995682610689e-01	-2.6490818471043420e-01	-1.7127892627337182e+00	1.4300319432711681e+03	-7.5572758535864072e-08	3.2377569465570913e-14	
1.5049725341485708e-02	-1.8504564785154357e-01	-2.9278402790141456e-01	-1.0590476152349551e+00	-3.6017862414345798e-02	-1.5720340175803784e+00	1.4321374541298685e+03	-7.3171919892612292e-08	3.1759419019880947e-14	
-3.0793597986873011e-01	3.2077907982952031e-01	2.2253985096991455e-01	8.5034483295909009e+00	6.7499603629668741e+00	-3.6383814384447088e+00	1.5720470590375264e+03	-1.5962623661947355e-08	-1.6507904848058800e-14	
-5.0745844824357222e-01	4.5303458110886097e-01	2.2317202418459384e-01	9.1306864710351512e+00	5.9515833258622060e+00	-7.6457709870603523e+00	1.5825296104485496e+03	2.8396179128925302e-08	-1.6632889946223164e-14	
-5.4190895666684902e-01	1.5526677008664553e-02	-1.6877622388014260e+00	5.1389661257507346e-01	-3.9361473252571764e+00	1.8563465078437710e-01	8.0950263306504257e+02	-3.4787985043033058e-08	1.5727329975251402e-14	
-4.6199749901824139e-01	-1.3462678449565035e-01	-2.7655989910677667e-03	6.7036162401353909e+00	-5.6950053120212196e-01	-2.5772976969377024e+00	1.6264890616332227e+03	-6.4500853555528371e-08	1.2672672554812731e-14	
-8.3522103675774007e-02	3.1271352334539093e-01	2.9408525721888279e-01	6.2819486572771588e+00	2.3896130273141107e+00	-5.1263805197250427e+00	1.8404919562538214e+03	2.2936515038096812e-08	-5.5180676319504426e-15	
1.9560326962733694e-02	1.4581340754881897e-01	1.7225925889972585e-01	2.3258419016619349e+00	1.0874497756865391e+00	-8.8330321074721019e-01	1.3803662776589658e+03	-4.9548734853836975e-08	4.1206653633014918e-15	
-3.0426031970123302e-01	2.4306062967665967e-01	1.9921491985566070e-01	7.5686772770161372e+00	5.6697767062140612e+00	-2.7534424108541034e+00	1.2658741730559138e+03	-4.0731113548610113e-08	1.4881640896710336e-14	
-2.4718370286368840e-01	4.1250983665351643e-01	3.2258686917584084e-01	8.3906521818774866e+00	7.6356324882750588e+00	-4.0393146074189934e+00	1.3006437482860154e+03	7.2570774295224158e-08	3.7861040149889573e-17	
7.4075332554964304e-02	5.9446011231445044e-02	9.6119588739598152e-02	5.9440613097427708e-01	-1.4752921963904655e-01	-1.1034534058507917e+00	1.6145816582805749e+03	-9.9667148984180577e-09	-7.3005873105562568e-15	
-5.5851768691647696e-01	-1.2167381494725156e-01	1.3881817493742199e-02	1.6460164136564166e-02	-1.3201099561474590e+00	-1.6817742630030383e+00	1.3005123781399852e+03	-9.7618462555854297e-08	4.3157312719854263e-14	
-9.5387279002022610e-02	1.9945484628981378e-01	2.3854411140028939e-01	4.2154041550066710e+00	2.9170530103473862e+00	-8.6454120224582920e-01	1.6148741715790500e+03	-2.6553673156909878e-08	-7.1183044217437357e-15	
-2.4777543527755438e-01	-5.6493283071549855e-02	7.3454943551223492e-02	6.0519868979469198e+00	4.4157699447496307e-01	-3.4019703341060392e+00	1.3214450945522510e+03	-9.9403845264522475e-08	3.7263163633599822e-14	
-5.2302816650376893e-01	-9.7422865121392060e-02	2.5749828963323750e-02	5.9851423763289127e+00	-5.9280499357722183e-01	-2.3806835984882517e+00	1.5639231366371853e+03	-4.1766427572041569e-08	-3.1300678552939753e-15	
5.1148629137208801e-02	4.8788101061955271e-03	1.0306485524990512e-01	3.0650512995840401e-01	-4.2021910347109205e-02	-1.3305700705714003e+00	1.9182461401585990e+03	-6.0378231632301450e-09	-5.4354572172859500e-15	
