-1.2055995050700867e+01	1.2838775976205760e+01	-4.1099369264082803e+01	
6.4168905904672933e+00	3.8897031177598462e-01	-2.3586282709150449e+01	
1.3051100355717297e+01	3.8387587111611952e+00	-2.9777932175344951e+01	
1.3060946673472820e+01	3.5910521225905803e+00	-2.9759080795372942e+01	
1.4265764475421857e+01	2.4096216156436530e+01	-5.4823971067225500e+01	
-2.5292283211391348e-01	2.2166082122808284e+00	-2.1712127480255084e+01	
7.6465738085189585e+00	1.4185331909846619e+01	-5.2070299568846060e+01	
-4.5666860198903217e-02	1.6364966985344431e+00	-2.1119068394959317e+01	
-9.3922118197451177e-01	2.2977836587647551e+00	-2.2346238379188293e+01	
-9.3157405364960315e+00	1.4418536429929048e+01	-4.2521843836265795e+01	
8.1564293970067787e+00	2.0335061262211823e+01	-5.3988836851055702e+01	
-1.0195950900706562e+01	1.3125515245629000e+01	-4.3394209085130001e+01	
-4.1730772942150054e+00	-7.5818063240023132e+00	-2.2199790899712742e+01	
-1.0122509268375650e+01	1.3791135927519628e+01	-4.2557863769575434e+01	
-1.4733471293428423e+01	8.2498352883047694e+00	-4.3983924858521931e+01	
-1.2890269048582207e+01	1.0937199532126284e+01	-4.3350281232011326e+01	
-1.2130155071639640e+01	1.1551505848632800e+01	-4.3434133604149501e+01	
-1.5814797015635117e+01	1.3201958628459549e+01	-3.7137407503896320e+01	
-1.3001177442484771e+01	1.3501147848008733e+01	-3.9152214100669255e+01	
-1.5468058273119349e+01	1.1027549427761569e+01	-4.0372117516000088e+01	
-1.6610320588794348e+01	9.7705664294087935e+00	-4.0852062306923131e+01	
-1.6481451582601814e+01	9.5629342531111892e+00	-4.1351192635975259e+01	
-1.4323470851485515e+01	1.2911499278327163e+01	-3.9067355654727223e+01	
-1.3219379436074130e+01	1.3121021480580271e+01	-3.9985387621304490e+01	
-1.5489847438864381e+01	1.1887964962601497e+01	-3.9264257259844648e+01	
-1.2943776827852947e+01	1.3458701680174595e+01	-3.9497609861918917e+01	
-1.4997864583910502e+01	1.2595589164373571e+01	-3.8679760613069767e+01	
-1.3602623476812079e+01	1.1732592955483705e+01	-3.9913676039271593e+01	
-1.2092389175851441e+01	1.1723676614569490e+01	-4.3105032426072128e+01	
4.1722704944215270e+00	-3.2355514855075138e+00	-2.0898219813515972e+01	
-7.5215896148395629e+00	1.5525287225060119e+01	-4.3000464253671616e+01	
-1.4193607584275806e+01	1.1655580363808896e+01	-4.0948747148487250e+01	
-1.1977669054631800e+01	1.2193591834706842e+01	-4.2611000137875891e+01	
-1.1487376900222156e+01	1.3800220881593839e+01	-4.0895083677341830e+01	
-1.3101221233134449e+01	1.3415578674361784e+01	-3.9678421263843397e+01	
-1.0408154999016697e+01	1.3570337113289430e+01	-4.2295710253066346e+01	
-1.0336996754757942e+01	1.3677535053393420e+01	-4.2158040485577352e+01	
-1.4890345781564415e+01	1.0640945436069295e+01	-4.3869696180852856e+01	
-1.5439488017453542e+01	1.3161187543066063e+01	-3.7426151271358222e+01	
-1.0788785281819836e+01	1.5314053582609729e+01	-3.9316575501054110e+01	
-3.7236295344529440e+00	1.7707485028874459e+01	-4.3980166340165177e+01	
-1.0535545701472845e-01	1.9539653279129492e+01	-4.5144051535007371e+01	
5.2883253582039504e+00	2.1603462628752677e+01	-4.8776240921983828e+01	
-4.0334112678002327e+00	1.8087465979340884e+01	-4.3206029435357927e+01	
-6.5748298583804878e+00	1.7013709501319390e+01	-4.1776411731661675e+01	
2.2985879446252238e+00	2.0715198418740531e+01	-4.6164868002967481e+01	
2.2057190846131269e+00	4.7901626202813220e-02	-2.0187151302722192e+01	
9.5366671051919105e-01	2.0774161648112677e+00	-2.0944888029865126e+01	
-2.2038985290079229e+00	2.7569485371045586e+00	-2.5898552543004985e+01	
1.2338447180914434e+01	5.7576604158414844e+00	-3.0496971231187995e+01	
-2.5695777583071417e-02	3.0275299881657238e+00	-2.2235316062421788e+01	
2.8027973769428818e+00	1.9863684518901450e+00	-2.1102311636134566e+01	
1.6462312576693374e+00	1.7697590450305434e+00	-2.0652195002814363e+01	
9.8607815071822891e-01	1.7879942743277102e+00	-2.0718835852919678e+01	
8.3223132051627893e+00	2.0237944718676395e+01	-5.4112453578902787e+01	
-9.1448097318851826e-02	2.7285698495380570e+00	-2.1982568855817838e+01	
4.0683820631426565e-01	1.5076206891564590e+00	-2.0793763567888718e+01	
8.3223132051627893e+00	2.0237944718676395e+01	-5.4112453578902787e+01	
1.3305080128217671e+01	1.0838832728765045e+01	-3.6982374788689015e+01	
8.4444187354981626e+00	1.9206696987701626e+01	-5.5914419173348932e+01	
